A	@@@noun::e
metre	@@@noun::mItara/mApa/CaMxa/mItara
metric	@@@adjective::mAwrika/mApIya/mItara_kA
metrical	@@@adjective::paxyAwmaka
metro	@@@noun::BUmigawa_rela/badZA_Sahara/BUmigawa_rela
metronome	@@@noun::wAlamApI/wAlamAna
metronomic	@@@adjective::wAlamApI_ke_samAna
metropolis	@@@noun::mahanagari/mahAnagara/mahAnagarI
metropolitan	@@@adjective::mahAnagarIya/mahAnagara_saMbaMXI/mahAnagarIya@@@noun::mahAnagara_vAsI
mettle	@@@noun::sAhasa
mew	@@@noun::myAUz/sAgara_kA_pakRI/ballI_kI_AvAjZa@@@verb::myAUz_karanA
mews	@@@noun::aswabala-mArga/GudZasAla
mezzanine	@@@noun::raMgamaMca_kA_wahaKAnA/bicalA_wallA/xuCawwI
mg	@@@noun::mi.grA.
miaow	@@@noun::myAUz@@@verb::myAUz_karanA
miasma	@@@noun::sadZAzXa/xURiwa_vAyu
mica	@@@noun::aBraka/aBaraka
mice	@@@noun::cUhe
michaelmas	@@@noun::saMwa_mAIkala_kI_yAxa_meM_badZA_xina
mickey	@@@noun::mikI{havAIjahAjoM_se_bama_PeMkane_kA_yaMwra}
micro	@@@noun::mAikrokaMpyutara/sUkRma
microbe	@@@noun::rogANu/sUkRma_kItANu
microbiological	@@@adjective::aNujIva_vijFAnI
microbiologist	@@@noun::aNujIva_vEjFAnika
microbiology	@@@noun::aNujIva_vijFAna
microchip	@@@noun::mAikrocipa/mAikrocipa{XAwu_se_banI_eka_cIja_jo_saMgaNaka_meM_prayukwa_howI_hE}
microcomputer	@@@noun::mAikrokaMpyutara/sUkRma_saMgaNaka
microcosm	@@@noun::laGu_rUpa/sUkRma_brahmANda
microelectronic	@@@adjective::mAikro_ilektranika_saMbaMXI
microfiche	@@@noun::laGuPilma_kI_CotI_parawa
microfilm	@@@noun::laGu_PZilma/laGuPilma
microlight	@@@noun::CotA_Ora_halkA_havAIjahAja/CotA_Ora_halakA_havAIjahAja
micrometer	@@@noun::mAikromItar
micrometre	@@@noun::mAikromItar
micron	@@@noun::mAikrana/mItara_kA_xasalAKavAz_BAga
microphone	@@@noun::XvanigrAhI/mAikroPona/mAika
microprocessor	@@@noun::mAikroprosesara/CotA_saMgaNaka
microscope	@@@noun::sUkRmaxrSI/sUkRmaxarSI_yaMtRa/sUkRmaxarSI/aNuxarSI
microscopic	@@@adjective::sUkRmaxarSI_yaMwra_xvArA_kiyA_gayA/sUkRma
microscopically	@@@adverb::sUkRmaxarSI_xvArA/sUkRmawApUrvaka
microwave	@@@noun::sUkRmawaraMga_BattI/mAikroveva/sUkRma_waraMga@@@verb::sUkRmawaraMga_BattI_meM_pakAnA/sUkRmawaraMga_BattI_meM_garama_karanA/mAikroveva_cUlhe_meM_pakAnA/mAikroveva_cUlhe_meM_garama_karanA
micturate	@@@verb::peSAba_karanA
mid	@@@adjective::maXya
midazolam	@@@noun::midajZolAma
midday	@@@adjective::xopahara_kA@@@noun::maXyAhna/xopahara
middle	@@@adjective::maXykAlIna/maXyama/maXyakAlIna/maXya/bicalA/aXedza/bIca_[kA]@@@adverb::bIca_meM@@@noun::maXyasWiwi/maXya_BAga/kamara/maXyasWala
middlebrow	@@@adjective::maXyama_SreNI_kA/jyAxA_buxXimAna_nahIM
middleman	@@@noun::Woka_vyApArI/maXyasWa/bicOliyA
middleweight	@@@noun::maXyaBAra_mukkebAja
middling	@@@adjective::maXyama/maXya_SreNI_kA@@@adverb::kAmacalAU_DaMga_se
midfield	@@@noun::mExAna_kA_maXya
midge	@@@noun::CotA_macCara/eka_CotA_macCara
midget	@@@adjective::CotA_sA/bahuwa_CotA@@@noun::bOnA_AxamI/bahuwa_CotA_jaMwu/bOnA_AxamI
midland	@@@adjective::maXya_xeSIya@@@noun::xeSa_kA_BIwarI_BAga
midlands	@@@noun::maXyaxeSa
midnight	@@@adverb::AXI_rAwa@@@noun::maXyarAwrI
midpoint	@@@noun::maXyabiMxu
midriff	@@@noun::maXyapata/prAcIra
midshipman	@@@noun::nOsEnika
midst	@@@noun::bIca
midstream	@@@noun::mazJaXAr/maJaXAra
midsummer	@@@noun::maXya-grIRma/garmiyoM_kA_maXya
midterm	@@@noun::SEkRaNika-sawra_kI_maXyAvaXi/rAjanEwika-kAryakAla_kI_maXyAvaXi/maXyAvaXi_parIkRA/garBa_kI_maXyAvaXi
midwatch	@@@noun::rAwa_kA_paharA
midway	@@@adjective::bIca_kA/bIca_kA_mArga@@@adverb::bIca_meM/bIca
midweek	@@@adverb::sapwAha_ke_maXya_meM@@@noun::sapwAha_kA_maXya
midwife	@@@noun::xAI/prasAvikA/xAI
midwifery	@@@noun::prasUwi-vixyA
midwinter	@@@noun::maXyaSIwa/SIwakAla_kA_maXya
mien	@@@noun::hAvaBAva
mifepristone	@@@noun::mAiPZapristona
miffed	@@@adjective::nArAjZa/ciDZA_huA/gussa_meM
might	@@@noun::sAmarWya/Sakwi/bala@@@verb::sakegnA/ho_sakanA/hogA{SAyaxa}/sakanA
mightily	@@@adverb::bahuwa_prayawnapUrvaka/bahuwa_aXika
mighty	@@@adjective::SakwiSAlI/joraxAra/AkarRaka/balaSAlI@@@adverb::bahuwa
migraine	@@@noun::aXakapArI/AXe_sira_kA_xarxa
migrant	@@@noun::pravAsI_jIva/pravAsI
migrate	@@@verb::sWAnAMwaraNa_karanA/pravAsa_karanA/xUsare_xeSa_meM_jAnA
migration	@@@noun::pravasana/pravAsa
migratory	@@@adjective::pravAsI
mike	@@@noun::mAika
mild	@@@adjective::suhAvanA/sOmya/halkA/vinamra/narama/sAxA
mildew	@@@noun::PaPUzxa/PaPUzxI
mildewed	@@@adjective::PaPUzxIxAra
mildly	@@@adverb::WodZA-bahuwa/namrawApUrvaka/namrawA_pUrvaka
mildness	@@@noun::uxArawA/suhAvanA_mOsama/komalawA/mqxuwA
mile	@@@noun::samuxrI_mIla/mIla-xurI/mIla-BwwA/mIla
mileage	@@@noun::mIla-xUrI/mIla-saMKyA/mIla-BawwA/lABa/mIloM_kI_saMKyA
mileometer	@@@noun::mIlamApI/cakkaramApI
milepost	@@@noun::mIla_kA_pawWara
miler	@@@noun::eka_mIla_xOdZane_vAlA
milestone	@@@noun::mIla_kA_pawWara
milfoil	@@@noun::sahasraparNI
milieu	@@@noun::vAwAvaraNa/pariveSa/vAwAvaraNa
militancy	@@@noun::AkrAmakawA
militant	@@@adjective::yuxXarawa/yuxXakArI/AkrAmaka@@@noun::ladZAkA
militarily	@@@adverb::sEnya_xqRti_se
militarisation	@@@noun::sEnyIkaraNa
militarise	@@@verb::sEnyIkaraNa_karanA/senA_BejanA/senAyukwa_karanA
militarism	@@@noun::sEnyavAxa/sEnaSakwi_baDZAnA
militarist	@@@noun::sEnyavAxI
militaristic	@@@adjective::sEnyavAxI/AkrAmaka/sEnaSakwi_baDZAnevAlI
militarization	@@@noun::sEnyIkaraNa
militarize	@@@verb::sEnyIkaraNa_karanA/senA_BejanA
military	@@@adjective::sEnya/sEnika@@@noun::senA/POja/senA
militia	@@@noun::nAgarika_senA
militiaman	@@@noun::nAgarika_senA_saxasya
milium	@@@noun::saPZexa_PuMsI
milk	@@@noun::xUXa/xugXa/kRIra/xUXa@@@verb::xUXa_nikAlanA/xuhanA/TaganA
milking	@@@noun::xohanaa/xuhanA
milklike	@@@adjective::xUXa-sA
milkmaid	@@@noun::xUXa_vAlI/xUXa_xuhane_vAlI
milkman	@@@noun::xUXa_vAlA/xUXavAlA
milksop	@@@noun::poMgA/darapoka_AxamI[ladZakA]
milky	@@@adjective::xUXiyA/xUXa-sA/xUXa_kA/xUXiyA/xUXavAlA
mill	@@@noun::mila/cakkI@@@verb::pIsanA
millennium	@@@noun::sahasra_varRa/sahaswrAbxa
miller	@@@noun::cakkI_para_kAma_karane_vAlA/cakkI-mAlika/mila_mAlika
millet	@@@noun::bAjarA/motA_anAja
millibar	@@@noun::milibAra
milligram	@@@noun::milIgrAma/miligrAma
milliliter	@@@noun::milIlItara
millilitre	@@@noun::milIlItara/mililitara
millimeter	@@@noun::milImItara
millimetre	@@@noun::milimItara
milliner	@@@noun::nArI_topI_vikrewA/mahilAoM_ke_hEta_becanevAlA
millinery	@@@noun::nArI_topI_nirmANa_SAlA/nArI_topI_nirmANa/nArI_topI
million	@@@adjective::behisAba/asaMKya@@@noun::xasa_lAKaa/miliyana/bahuwa_badZI_saMKyA/xasa_lAKa
millionaire	@@@noun::laKapawi
millions	@@@noun::lAKoM
millionth	@@@noun::xasa_lAKavAz_BAga
millipede	@@@noun::kanaKajUrA/lAKoM_pEra_vAlA
millisecond	@@@noun::milIsekaMda/kRaNa_kA_lAKavAM_BAga
millpond	@@@noun::cakkI-wAlAba/cakkI_calAne_ke_lie_nirmiwa_wAlAba
millstone	@@@noun::cakkI_kA_pAta/cakkI_kA_pawWara
millwheel	@@@noun::cakkI_kA_pahiyA
milometer	@@@noun::mIlamApI/cakkaramApI/mIlamApI
mime	@@@noun::mUkABinaya/nakala@@@verb::nakala_karanA/mUkABinayaanA/nakala_karanA
mimetic	@@@adjective::nakalapUrNa/nakala_karane_vAlA
mimic	@@@noun::nakalacI@@@verb::nakala_karanA
mimicry	@@@noun::nakala/nakala_karanA
mimosa	@@@noun::mimosA/CuImuI/pIle_PUloM_kA_pedZa
minacious	@@@adjective::darAvanA
minaret	@@@noun::mInAra
minatory	@@@adjective::darAvanA/XamakIpUrNa
mince	@@@noun::kImA@@@verb::Tumaka_kara_calanA/kImA_banAnA/CotA_CotA_kAtanA
mincemeat	@@@noun::kate_Pala_Ora_mevoM_kA_miSraNa/kImA
mincer	@@@noun::kImA_banAne_kI_maSIna
mincing	@@@adjective::nAjZuka/komala
mind	@@@adjective::cOkannA@@@noun::XyAna/ximAgI_AxamI/ximAga/xila/vicAra/smqwi/smaraNa/rAya/mawa/maswiRka/manoxaSA/irAxA/buxXi/AwmA/manaHsWiwi/buxXiSIla{vyakwi}/mana@@@verb::yAxa_raKanA/XyAna_xenA/XyAna_meM_raKanA/xeKanA/smaraNa_raKanA/KabaraxAra_rahanA/irAxA_kara_lenA/cinwA_karanA/Apawwi_karanA/Apawwi_honA[karanA]
minded	@@@adjective::wEyAra/pravqwwa/-buxXi/ximAga_vAlA
minder	@@@noun::XyAna_raKane_vAlA
mindful	@@@adjective::sacewa/sAvaXAna
mindfully	@@@adverb::sAvaXAnI_se
mindfulness	@@@noun::sAvaXAnI
mindless	@@@adjective::vicArahIna/paravAha_na_karawA_huA/buxXihIna@@@noun::lAparavAha
mindlessly	@@@adverb::binA_soce-vicAre
mindlessness	@@@noun::nirarWakawA
mine	@@@adjective::merA@@@noun::suraMga_kRetra/suraMga_bama/suraMga/KAna/jvAlAmuKI_bisPota/bArUxI_bama/BaMdAra@@@pronoun::merA@@@verb::suraMga_laganA/suraMga_KoxanA/suraMga_bannA/KAna_se_prapwa_karanA/KAna_KoxnA/KAna_KoxanA/bila_KoxanAanA
minefield	@@@noun::visPotaka_sWiwi/suraMga-kRewra/KaxAna
miner	@@@noun::Kanika/KaxAna_meM_kAma_karane_vAlA
mineral	@@@adjective::prAkqwika@@@noun::XAwu/xAwu/paxArWa/Kanija_paxArWa/Kanijajala/Kanija
mineralogical	@@@adjective::Kanija_vijFAna_saMbaMXI
mineralogist	@@@noun::Kanija_vijFAnI
mineralogy	@@@noun::Kanija_vijFAna/KanijavijFAna
minestrone	@@@noun::SAka_sUpa/sabjiyoM_kA_sUpa
minesweeper	@@@noun::suraMgamArjaka_powa/suraMga_BexI_powa
mineworker	@@@noun::Kanika/KAna_meM_kAma_karane_vAlA
mingle	@@@noun::GulanA_milanA@@@verb::milanA-julanA/Gula-mila_jAnA
mingy	@@@noun::kaMjUsa
mini	@@@noun::minI_kAra/minI/CotA
miniature	@@@adjective::laGu@@@noun::laGu_rUpa/laGu_ciwra/laGurUpa/laGuciwra@@@noun::sUkRma_ciwra_banAnA
miniaturisation	@@@noun::laGu_rUpAMwaraNa
miniaturise	@@@verb::laGu_rUpa_banAnA
miniaturised	@@@adjective::laGu_rUpa_meM_nirmiwa
miniaturization	@@@noun::laGu_rUpAMwaraNa
miniaturize	@@@verb::laGu_rUpa_banAnA
miniaturized	@@@adjective::laGu_rUpa_meM_nirmiwa
minibus	@@@noun::minI_basa/CotI_basa
minicab	@@@noun::minI_kEba/eka_tEksI_jo_pahale_se_waya_ho
minicar	@@@noun::minI_kAra
minicomputer	@@@noun::minI_kampyUtara/CotA_saMgaNaka
minim	@@@noun::arxXa_svara/eka_prakAra_kA_rAga
minimal	@@@adjective::alpawama/Cote_se_Cote
minimise	@@@verb::kama_kara_xenA/kama_karanA/kama_karake_bawAnA/CotA_karanA
minimize	@@@verb::kama_kara_xenA/kama_karanA/kama_karake_bawAnA
minimum	@@@adjective::nimnawama/kama_se_kama@@@adverb::kama_se_kama@@@noun::kama_se_kama
mining	@@@adjective::Kanana
minion	@@@noun::nOkara/cApalUsa
miniseries	@@@noun::XArAvAhika
miniskirt	@@@noun::minI_skarta
minister	@@@noun::uparAjaxUwa/SAsakIya_aXikArI_kA_kArya/purohiwa/pAxarI/maMwrI/anuRTAnakarwA@@@verb::sevA_karanA/maMwrI_ke_rUpa_meM_kArya_karanA/anuRTAna_karanA/sevA_karanA
ministerial	@@@adjective::maMwrIpaxIya/maMwrAlaya_saMbaMXI
ministration	@@@noun::paricaryA/sevA
ministry	@@@noun::prabaMXa/pAxarI-paxa/maMwrAlaya/maMwrI_maMdala
mink	@@@noun::miMka_kota/miMka_kI_KAla/miMka/UxabilAva_ke_bAla
minnow	@@@noun::wucCa_vaswu/mino_maCalI/CotI_maCalI
minor	@@@adjective::nAbAliga/mAmulI/laGu/gONa/nAbAliga@@@noun::nAbAliga
minority	@@@noun::alpasaMKyaka
minster	@@@noun::maTa_kA_girajAGara/ASrama{badZA_carca}
minstrel	@@@noun::loka_gAyaka/nata@@@verb::loka_gIwa_gAnA
mint	@@@noun::takasAla/puxInA/peparamiMta/bahuwa_pEsA/takasAla/poxInA@@@verb::sikkA_DAlanA/pEse_banAnA
minuet	@@@noun::minyUeta/eka_XImA_nAca
minus	@@@adjective::nyUnawama@@@noun::kamI/GatAva@@@preposition::ke_binA/GatA
minuscule	@@@adjective::bahuwa_sUkRma/bahuwa_CotA
minute	@@@adjective::sUkRma@@@noun::samaya/minataa/minata/KraNa/kRaNa/aMSa_kA_sATvzA_bAga/mItiMga_kA_vivaraNa@@@verb::wEyAra_karanA/vivaraNa_wEyAra_karanA/minata_kA_hisAba_lagnA
minutely	@@@adverb::bArIkI_se/sUkRmawA
minuteness	@@@noun::sUkRamawA/bArIkI
minutes	@@@noun::liKiwa_byorA
minutiae	@@@noun::bArIkiyAz
minx	@@@noun::DITa_ladZakI/apane_sOMxarya_se_puruRoM_ko_mohiwa_karane_vAlI/makkAra{swrI}
miracle	@@@noun::camawkAra
miraculous	@@@adjective::camawkArapUrNa/camawkArI
miraculously	@@@adverb::camawkArapUrNa_DaMga_se
mirage	@@@noun::marIcikA/mqgawqRNA
mire	@@@noun::xalaxala/kIcadZa@@@verb::PazsA_rahanA/PazsAnA/gaMxA_kara_lenA/atakanA/atakAnA/gaMxA_honA[karanA]
mirky	@@@adjective::matamElA
mirror	@@@noun::xarpaNa/SISA/AEnA@@@verb::prawibimbiwa_karanA
mirth	@@@noun::prasannawA/hazsI_vinoxa/KuSI
mirthful	@@@adjective::manoraMjaka/hAsyAspaxa/ullAsapUrNa/KuSIBarA
mirthfully	@@@adverb::ullAsa_ke_sAWa/KuSI_se
mirthless	@@@adjective::prasannawArahiwa
mirthlessly	@@@adverb::prasannawArahiwa_DaMga_se
miry	@@@adjective::xalaxalI/kIcadZayukwa
misadventure	@@@noun::xurGatanA/xurBAgyaa/xurGatanA/xurBAgya
misanthrope	@@@noun::mAnavaxveRI
misanthropic	@@@adjective::mAnavaxveRI@@@noun::mAnavaxveRI
misanthropy	@@@noun::mAnavaxveRa
misapplication	@@@noun::xurupayoga
misapply	@@@noun::xurupayoga_karanA@@@verb::xurupayoga_karanA
misapprehension	@@@noun::galawaPZahamI/Brama
misappropriate	@@@verb::gabana_karanA
misappropriation	@@@noun::galawa_prayoga/gabana
misbegot	@@@adjective::avEXa
misbegotten	@@@adjective::xurniyojiwa/jAraja@@@noun::bekAra_yojanA_banAnA
misbehave	@@@verb::aBaxra_vyavahAra_karanA/burA_vyahavAra_karanA
misbehavior	@@@noun::aBaxra_vyavahAra
misbehaviour	@@@noun::aBaxra_vyavahAra/burA_vyahavAra
miscalculate	@@@verb::galawa_hisAba_lagAnA/galawa_anumAna_lagAnA/galawa_hisAba_lagAnA
miscalculation	@@@noun::galawa_anumAna/galawa_hisAba
miscarriage	@@@adjective::niRPala@@@noun::garBapAwa
miscarry	@@@verb::garBapAwa_honA/asaPala_ho_jAnA/garBapAwa_honA
miscast	@@@verb::galawa_kAma_xenA
miscellaneous	@@@adjective::viviXa/aneka_prakAra_ke
miscellany	@@@noun::viviXa_saMgraha
mischance	@@@noun::xurBAgya/baxakismawI
mischief	@@@noun::SarArawa/SEwAnI
mischievous	@@@adjective::SarArawI/nataKata/hAnikara/SEwAna
mischievously	@@@adverb::SarArawI_DaMga_se/SEwAnI_pUrNa
mischievousness	@@@noun::SarArawIpana
misconceive	@@@verb::galawa_samaJanA
misconceived	@@@adjective::xurniyojiwa
misconception	@@@noun::BrAMwi/galawa_vicAra
misconduct	@@@noun::xurAcAra/anAcAra
misconductn	@@@noun::kuprabaMXa
misconstruction	@@@noun::galawa_arWa/galawa_samaJanA
misconstrue	@@@noun::anarWa_karanA@@@verb::galawa_samaJanA
miscount	@@@noun::galawa_ginanA@@@verb::galawa_ginanA
miscreant	@@@noun::baxamASa/pAKaMdI
misdeed	@@@noun::xuRkarma/burA_kAma
misdemeanor	@@@noun::KarAba_AcaraNa/aparAXa
misdemeanour	@@@noun::KarAba_AcaraNa/aparAXa/sAXAraNa_aparAXa
misdirect	@@@verb::paWaBraRta_karanA/gumarAha_karanA/galawa_rAswA_xiKAnA
miser	@@@adjective::loBI@@@noun::kaMjUsa
miserable	@@@adjective::xuKI/xayanIya/wucCa/wakalIPZaxeha/niMxanIya/nIcawApUrNa/kama/aXama/awyaMwa_xuKI/xuKI
miserableness	@@@noun::xayanIyawA
miserably	@@@adverb::xayanIya_DaMga_se
miserliness	@@@noun::kqpaNawA
miserly	@@@adjective::wucCa/kqpaNawApUrNa/kaMjUsa
misery	@@@noun::xuKaa/xayanIyawA/vipawwi/garIbI/xuHKa/vipawwI
misfire	@@@verb::TIka_se_nahIM_calanA/golI_na_calanA/asaPala_ho_jAnA/galawa_cala_jAnA
misfit	@@@adjective::anupayukwa@@@noun::bemela
misfortunate	@@@adjective::xayanIya
misfortune	@@@adjective::xurBAgya@@@noun::baxakismawI
misgiving	@@@noun::ASaMkA/Subaha
misguided	@@@adjective::xurniyojiwa/paWa_se_BatakA_huA/galawa_rAswe_para_calanevAle
misguidedly	@@@adverb::paWa_se_Batake_hue_DaMga_se
mishandle	@@@adjective::galawa_DaMga_se_prayoga_karanA@@@verb::lAparavAhI_se_upayoga_meM_lAnA/galawa_DaMga_se_calAnA
mishandling	@@@noun::KarAba_nirvahaNa
mishap	@@@noun::xurGatanA
mishear	@@@verb::galawa_sunanA
mishit	@@@noun::galawa_niSAnA
mishmash	@@@noun::gadZabadZI
misinform	@@@adjective::galawa_sUcanA_xenA@@@verb::galawa_sUcanA_xenA
misinformation	@@@noun::galawa_sUcanA
misinterpret	@@@verb::galawa_arWa_lagAnA/galawa_samaJanA
misinterpretation	@@@noun::galawa_arWa/galawa_samaJanA
misjudge	@@@noun::galawa_nirNaya_lenA@@@verb::galawa_samaJanA/galawa_anumAna_lagAnA
misjudgement	@@@noun::galawa_nirNaya/galawa_PEsalA
misjudgment	@@@noun::galawa_nirNaya
mislaid	@@@adjective::galawa_jagaha_para_raKA_huA
mislay	@@@verb::galawa_jagaha_para_raKanA
mislead	@@@verb::bahakAnA/paWaBraRta_karanA
misleading	@@@adjective::BrAmaka/galawaPahamI_pExA_karanevAlA
misleadingly	@@@adverb::BrAmaka_rUpa_se/bahakAwe_hue
mismanage	@@@verb::KarAba_DaMga_se_vyavasWA_karanA/kuprabanXa_karanA
mismanagement	@@@noun::KarAba_vyavasWA/kuprabanXa
mismatch	@@@noun::bemelapana/bemela@@@verb::bemele_honA
mismatched	@@@adjective::bemela
misname	@@@verb::galawa_nAma_xenA/galawa_nAma_honA
misnamed	@@@adjective::anupayukwa_nAmaXArI
misnomer	@@@noun::anupayukwa_nAma/nAma_kA_galawa_prayoga
misogynism	@@@noun::swrI-xveRa
misogynist	@@@adjective::swrI-xveRI@@@noun::swrI-xveRI/Orawa_jAwi_se_naParawa_karane_vAlA_AxamI
misogynistic	@@@adjective::swrI-xveRI
misogyny	@@@noun::swrI-xveRa
misplace	@@@verb::galawa_jagaha_para_raKa_xenA/galawa_jagaha_raKanA
misplaced	@@@adjective::anupayukwa/KoI_huI_cIja
misprint	@@@noun::muxraNa_kI_galawI/galawa_CapanA@@@verb::galawa_CApanA/galawa_CapanA
mispronounce	@@@verb::galawa_uccAraNa_karanA
mispronunciation	@@@noun::galawa_uccAraNa
misquotation	@@@noun::galawa_uxXaraNa
misquote	@@@verb::galawa_uxXaraNa_xenA
misread	@@@noun::galawa_paDZanA@@@verb::galawa_samaJanA/galawa_paDZanA
misrepresent	@@@verb::heraPera_karanA/galawa_DaMga_se_peSa_karanA/galawa_prawiniXiwva_karanA
misrepresentation	@@@noun::miWyA_praswuwi
misrepresented	@@@adjective::xURiwa/anuciwa_DaMga_se_praswuwa
misrule	@@@noun::kuSAsana
miss	@@@noun::yuvawI/navayuvawI/kumArI@@@verb::TIka_se_nahIM_calanA/na_milanA/Ko_xenA/kO_xenA/jAne_xenA/CUta_jnA/cUkanA/CodZa_xenA/CodZanA/cAlU_na_honA/BUla_jnA/asPala_honA/asaPala_honA/anupasiWwa_honA/cUka_jAnA/CUta_jAnA/kamI_mahasUsa_karanA
missal	@@@noun::isAiyoM_kI_pUjA_kI_kiwAba
misshapen	@@@adjective::vikqwa/galawa_AkAra_vAlI@@@verb::galawa_AkAra_vAlI
missile	@@@noun::prakRepAstra/misAila{PeMka_kara_mArane_yogya_cIja}
missing	@@@adjective::nAmOjUxa/lApawA/gAyaba/anupasWiwa/KoyA_huA@@@adverb::KoyA_huA
mission	@@@noun::Xarma_pracAraka_maMdala/SiRtamaMdala/miSana/lakRya/kArya
missionary	@@@noun::IsAI_Xarma-pracAraka/Xarma_pracAra_karane_vAlA
missis	@@@noun::SrImawI_jI/pawnII
missive	@@@noun::laMbA_kAryAlayI_pawra
misspell	@@@verb::galawa_varwanI_liKanA
misspelled	@@@adjective::galawa_varwanI_vAlA
misspelling	@@@noun::galawa_varwanI
misspend	@@@verb::gazvAnA/galawa_Karca_karanA
misspent	@@@adjective::galawa_Karca_kiyA_huA
missus	@@@noun::SrImawI_jI/pawnI/SrImawI
missy	@@@noun::yuvawI/navayuvawI
mist	@@@noun::XunXa/PuhArA/kuhAsA/koharA/XuMXa@@@verb::XuzXalA_karanA/XuXazlA_karanA/kuhAsekI_waraha_DakanA/kuhAse_kI_waraha_DakanA/koharA_padZnA/koharA_padEYanA
mistake	@@@noun::xoRa/galawI/BUla/Brama@@@verb::galwI_karanA/galawI_karanA/galawa_samaJanA/galawa_arWa_lagnA/BUla_karanA
mistaken	@@@adjective::gZalawa/BrAMwipUrNa/galawa
mistakenly	@@@adverb::BUla_se
mister	@@@adjective::SrI@@@noun::SrImAna_jI/SrI/SrImAna
mistily	@@@adverb::aspaRta_rUpa_se
mistime	@@@verb::samaya_kA_galawa_hisAba_lagAnA
mistimed	@@@verb::galawa_samaya_para_karanA
mistiming	@@@noun::samaya_kA_galawa_nirXAraNa
mistiness	@@@noun::XuzXalApana
mistletoe	@@@noun::amara_bela/amarabela
mistreat	@@@verb::xurvyavahAra_karanA/galawa_vyavahAra_karanA
mistreated	@@@adjective::xurvyavahAriwa/prawAdZiwa
mistreatment	@@@noun::galawa_vyavahAra@@@noun::xurvyavahAra/galawa_ilAja
mistress	@@@noun::rakEla/premikA/mAlakina
mistrial	@@@noun::galawa_mukaxamA
mistrust	@@@noun::aviSvAsa@@@verb::aviSvAsa_karanA
mistrustful	@@@adjective::SaMkASIla/aviSvAsI
mistrustfully	@@@adverb::aviSvAsapUrNa_DaMga_se/aviSvAsa_ke_sAWa
misty	@@@adjective::XuzXalA/kohare_se_AcCAxiwa/XuMXa_se_BarA_huA
misunderstand	@@@verb::galawa_samaJanA
misunderstanding	@@@noun::galawaPZahamI/galawaPahamI
misunderstood	@@@adjective::galawa_samajA_gayA
misuse	@@@noun::xurupayoga/galawa_prayoga@@@verb::xurvyavahAra_karanA/xurupayoga_karanA
mite	@@@adjective::WodZA@@@noun::kutakI/WodZA/CotA_baccA_yA_jAnavara
miter	@@@noun::pAxarI_kI_topI
mitigate	@@@verb::kama_karanA/gamBIrawA_kama_karanA
mitigating	@@@adjective::gaMBIrawA_kama_karane_vAlA/gamBIrawA_kama_karane_vAlA
mitigation	@@@noun::kamI/gamBIrawA_kama_kara_xenA
mitigative	@@@adjective::praSAmaka
mitigatory	@@@adjective::praSAmaka
mitre	@@@noun::pAxarI_kI_topI/kalamI_jodZa/pAxariyoM_kI_UzcI_topI@@@verb::kalamI_jodZa_banAnA
mitt	@@@noun::xaswAnA/hAWa/mukkebAjZI_ke_xaswAne
mitten	@@@noun::xaswAnA/jAlI_ke_xaswAne
mix	@@@noun::miSraNa/miSraNa/Gola@@@verb::miSriwa_karanA/miSraNa_karanA/milnA/milA_xenA/milanA-julanA/milanA/milAnA/GulanA
mixed	@@@adjective::miSriwa_nasla_kA/misriwa/milA_julA/miSra/milA_huA
mixer	@@@adjective::milanasAra@@@noun::miSraNa/miksara/miSra_karanevAlA_yaMwra
mixture	@@@noun::miSraNa/Gola
ml	@@@noun::milI_lItara
mm	@@@noun::milImItara
mnemonic	@@@adjective::smqwi-sahAyaka@@@noun::smqwi-sahAyaka/yAxaxASwa_baDAne_vAlA_SAswra
mnemonics	@@@noun::smqwi-vijFAna
moan	@@@noun::karAha@@@verb::SikAyawa_karanA/karAhanA/Soka_karanA
moaner	@@@noun::ririyAne_valA
moat	@@@noun::KaMxaka/KAI
moated	@@@adjective::KaMxaka_xvArA_surakRiwa
mob	@@@noun::tolI/giroha/BIdZa@@@verb::Gera_lenA/Gera_kara_hamalAanA
mobile	@@@adjective::GumaMwU/gawiSIla/cala/calawA_PirawA
mobilisation	@@@noun::saMGatana/lAmabaMxI
mobilise	@@@verb::yuxXa_kI_wEyArI_karanA/wEyAra_raKanA/saMGatiwa_karanA/iswemAla_karanA/gawiSIla_karanA
mobility	@@@noun::gawiSilawA/gawiSIlawA
mobilization	@@@noun::saMGatana/lAmabaMxI
mobilize	@@@verb::yuxXa_kI_wEyArI_karanA/wEyAra_raKanA/saMGatiwa_karanA/iswemAla_karanA
mobster	@@@noun::guMdA
moccasin	@@@noun::jUwI/narama_camade_se_banA_sapAta_jUwA
mocha	@@@noun::eka_prakAra_kA_hIrA/kahavA
mock	@@@adjective::banAvatI@@@verb::majAka_udZAnA/ciDZAnA
mocker	@@@noun::upahAsaka/makiMgabarda
mockery	@@@noun::vixrUpikA/upahAsa/majZAka
mocking	@@@adjective::upahAsapUrNa/CedZa-CAdZa_se_BarA
mockingbird	@@@noun::makiMgabarda
mockingly	@@@adverb::upahAsapUrNa_DaMga_se
mod	@@@adjective::awyAXunika@@@noun::awyAXunika_kiSora/AXunika
modal	@@@adjective::rAga-saMbaMXI/Osawa/kriyABAva_xyowaka@@@noun::rUpAwmaka_kriyA
